statecd,districtID,Clinton2016,Trump2016,Obama2012,Romney2012,Margin2016,Margin2012,MarginChange,HouseDem,HouseRep,HouseMargin,HousePresMargin
MN8,219,38.6,54.2,51.7,46.2,-15.6,5.5,-21.1,50.17045821,49.60768,0.5627782026,-16.1627782
MS1,220,32.4,65.4,37,61.9,-33,-24.9,-8.1,27.9429338,68.72143611,-40.77850231,7.778502312
MS2,221,63.6,35.1,66.4,33,28.5,33.4,-4.9,67.10591503,29.1466929,37.95922212,-9.459222122
MS3,222,36.8,61.3,39.1,60,-24.5,-20.9,-3.6,30.36894247,66.2010776,-35.83213513,11.33213513
MS4,223,28.2,69.4,31.2,67.6,-41.2,-36.4,-4.8,27.80159194,65.04184318,-37.24025124,-3.959748762
MO1,224,77,18.8,79.9,18.9,58.2,61,-2.8,75.46970932,19.97108501,55.49862431,2.701375691
MO2,225,42.3,52.6,41.4,57.1,-10.3,-15.7,5.4,37.67009601,58.54254578,-20.87244977,10.57244977
MO3,226,28.1,67.1,36.1,62,-39,-25.9,-13.1,27.93423342,67.83671297,-39.90247955,0.9024795498
MO4,227,29.3,65.3,36.4,61.2,-36,-24.8,-11.2,27.84483226,67.82809706,-39.98326481,3.983264807
MO5,228,54.1,40.6,58.9,39.4,13.5,19.5,-6,58.82937059,38.16911833,20.66025226,-7.160252259
MO6,229,31.7,63.1,37.9,60,-31.4,-22.1,-9.3,28.44734109,68.02456313,-39.57722204,8.177222038
MO7,230,24.7,70.4,30.3,67.6,-45.7,-37.3,-8.4,27.39340888,67.53906446,-40.14565558,-5.554344417
MO8,231,21,75.4,32,65.9,-54.4,-33.9,-20.5,22.66609685,74.39740215,-51.7313053,-2.668694698
MT0,232,35.9,56.5,41.7,55.4,-20.6,-13.7,-6.9,40.54872586,56.19152828,-15.64280243,-4.957197572
NE1,233,36.2,57.5,40.8,57.4,-21.3,-16.6,-4.7,30.54736164,69.45263836,-38.90527672,17.60527672
NE2,234,46,48.2,45.7,52.9,-2.2,-7.2,5,47.72743039,48.92892323,-1.201492848,-0.9985071521
NE3,235,20,74.9,27.8,70.2,-54.9,-42.4,-12.5,0,100,-100,45.1
NV1,236,61.6,32.6,65.6,32.4,29,33.2,-4.2,61.87192066,28.76210499,33.10981566,-4.109815664
NV2,237,39.7,52,44.8,52.9,-12.3,-8.1,-4.2,36.93223887,58.30035489,-21.36811602,9.068116016
NV3,238,46.5,47.5,49.5,48.7,-1,0.8,-1.8,47.23037789,45.96238138,1.267996514,-2.267996514
NV4,239,49.5,44.6,54.4,43.7,4.9,10.7,-5.8,48.51869127,44.50997946,4.008711811,0.8912881894
NH1,240,46.6,48.2,50.2,48.6,-1.6,1.6,-3.2,45.78513005,44.42228201,1.362848033,-2.962848033
NH2,241,48.6,46.2,54.2,44.5,2.4,9.7,-7.3,49.79768068,45.39263084,4.405049845,-2.005049845
NJ1,242,60.6,36.1,65.1,33.8,24.5,31.3,-6.8,59.98271533,36.79146766,23.19124767,1.308752328
NJ2,243,46,50.6,53.5,45.4,-4.6,8.1,-12.7,37.21956379,59.21456035,-21.99499656,17.39499656
NJ3,244,45.2,51.4,51.8,47.2,-6.2,4.6,-10.8,38.87276718,59.31719807,-20.4444309,14.2444309
NJ4,245,41,55.8,44.7,54.2,-14.8,-9.5,-5.3,33.52490652,63.72172993,-30.19682341,15.39682341
NJ5,246,47.7,48.8,47.9,51,-1.1,-3.1,2,51.10645216,46.6951534,4.411298752,-5.511298752
NJ6,247,56.2,40.6,61.4,37.4,15.6,24,-8.4,63.73298916,34.88830262,28.84468655,-13.24468655
NJ7,248,48.6,47.5,46.3,52.5,1.1,-6.2,7.3,43.12366319,54.08354795,-10.95988476,12.05988476
NJ8,249,75.7,21.5,78.3,20.7,54.2,57.6,-3.4,77.03915055,18.49001367,58.54913688,-4.349136881
NJ9,250,64.3,33.1,68.3,30.8,31.2,37.5,-6.3,69.73100899,28.02925717,41.70175183,-10.50175183
NJ10,251,85.2,12.8,87.9,11.5,72.4,76.4,-4,85.67362897,11.87317918,73.80044979,-1.400449789
NJ11,252,47.9,48.8,46.6,52.4,-0.9,-5.8,4.9,38.85525624,58.00108659,-19.14583035,18.24583035
NJ12,253,65,31.8,66.5,32.4,33.2,34.1,-0.9,62.85815254,32.01528579,30.84286674,2.357133255
NM1,254,51.6,35.1,55.3,39.6,16.5,15.7,0.8,65.14730166,34.85269834,30.29460332,-13.79460332
NM2,255,39.9,50.1,44.9,51.7,-10.2,-6.8,-3.4,37.2496318,62.72108665,-25.47145486,15.27145486
NM3,256,51.8,36.7,57.5,38.7,15.1,18.8,-3.7,62.41704531,37.58295469,24.83409063,-9.734090626
NY1,257,42.2,54.5,49.6,49.1,-12.3,0.5,-12.8,41.03863247,58.93209796,-17.89346548,5.593465484
NY2,258,43.9,53,51.6,47.2,-9.1,4.4,-13.5,37.50852061,62.44080185,-24.93228124,15.83228124
NY3,259,51.6,45.5,50.8,48.2,6.1,2.6,3.5,52.766273,47.18321033,5.58306267,0.5169373302
NY4,260,53.4,43.8,56.3,42.8,9.6,13.5,-3.9,59.52218035,40.43348785,19.0886925,-9.488692501
NY5,261,85.7,12.7,90.6,9.1,73,81.5,-8.5,85.44989744,12.95630987,72.49358758,0.5064124249
NY6,262,65.1,32.1,67.8,31,33,36.8,-3.8,72.06030628,26.72026521,45.34004107,-12.34004107
NY7,263,86.9,10.4,88.4,10.3,76.5,78.1,-1.6,90.65607095,9.203846478,81.45222447,-4.952224469
NY8,264,84.6,13.5,89.2,10.2,71.1,79,-7.9,93.21989722,0,93.21989722,-22.11989722
NY9,265,83.5,14.4,85.2,13.9,69.1,71.3,-2.2,92.28545331,0,92.28545331,-23.18545331
NY10,266,78.3,18.8,73.6,25.1,59.5,48.5,11,78.02985996,21.85316957,56.17669039,3.323309614
NY11,267,43.8,53.6,51.6,47.3,-9.8,4.3,-14.1,36.69856274,61.5254157,-24.82685296,15.02685296
NY12,268,83.3,13.5,76.9,21.5,69.8,55.4,14.4,83.10102158,16.79382559,66.30719599,3.492804007
NY13,269,92.3,5.4,94.6,4.6,86.9,90,-3.1,88.64042206,6.887175029,81.75324703,5.146752969
NY14,270,77.7,19.8,80.7,18.3,57.9,62.4,-4.5,82.76386108,17.12902991,65.63483118,-7.734831177
NY15,271,93.8,4.9,96.7,3,88.9,93.7,-4.8,95.20329127,3.521685169,91.6816061,-2.781606104
NY16,272,75.1,22.5,73.7,25.5,52.6,48.2,4.4,94.43234487,0,94.43234487,-41.83234487
NY17,273,58.6,38.4,57.1,41.9,20.2,15.2,5,99.05118083,0,99.05118083,-78.85118083
NY18,274,47.1,49,51.4,47.1,-1.9,4.3,-6.2,55.59004826,44.37633564,11.21371262,-13.11371262
NY19,275,44,50.8,52.1,45.9,-6.8,6.2,-13,45.68013375,54.23693114,-8.556797388,1.756797388
NY20,276,54,40.5,59.2,38.8,13.5,20.4,-6.9,67.85361627,32.08809271,35.76552357,-22.26552357
NY21,277,40,53.9,52.2,46.1,-13.9,6.1,-20,30.13910185,65.25388289,-35.11478104,21.21478104
NY22,278,39.3,54.8,48.8,49.2,-15.5,-0.4,-15.1,41.02451792,46.47382159,-5.449303668,-10.05069633
NY23,279,39.7,54.5,48.4,49.6,-14.8,-1.2,-13.6,42.39154914,57.57234526,-15.18079611,0.3807961106
NY24,280,48.9,45.3,57,41.1,3.6,15.9,-12.3,39.40221439,60.49385168,-21.09163729,24.69163729
NY25,281,55.5,39.1,58.8,39.4,16.4,19.4,-3,56.14873968,43.78036467,12.36837502,4.031624984
NY26,282,57.6,38,63.9,34.3,19.6,29.6,-10,74.57729866,25.41819807,49.15910059,-29.55910059
NY27,283,35.2,59.7,42.9,55.3,-24.5,-12.4,-12.1,32.79472277,67.17729746,-34.38257469,9.882574686
NC1,284,67.5,30.5,68.6,31.4,37,37.2,-0.2,68.62323531,28.961303,39.66193231,-2.661932312
NC2,285,43.6,53.2,43.5,56.5,-9.6,-13,3.4,43.29141991,56.70858009,-13.41716018,3.81716018
NC3,286,36.9,60.5,41,59,-23.6,-18,-5.6,32.79878653,67.20121347,-34.40242693,10.80242693
NC4,287,68.2,28.2,65.4,34.6,40,30.8,9.2,68.21783411,31.78216589,36.43566822,3.564331776
NC5,288,39.8,57.4,42.8,57.2,-17.6,-14.4,-3.2,41.59831454,58.40168546,-16.80337091,-0.7966290871
NC6,289,41.4,56.1,43.6,56.4,-14.7,-12.8,-1.9,40.77089563,59.22910437,-18.45820874,3.758208743
NC7,290,39.9,57.6,43.6,56.4,-17.7,-12.8,-4.9,39.086182,60.913818,-21.82763599,4.127635991
NC8,291,41.1,56.1,44.8,55.2,-15,-10.4,-4.6,41.22707363,58.77292637,-17.54585274,2.545852745
NC9,292,42.8,54.4,44.2,55.8,-11.6,-11.6,0,41.81772248,58.18227752,-16.36455504,4.764555043
NC10,293,36.4,61,40.9,59.1,-24.6,-18.2,-6.4,36.86096116,63.13903884,-26.27807768,1.67807768
NC11,294,34,63.2,39.6,60.4,-29.2,-20.8,-8.4,35.91102284,64.08897716,-28.17795432,-1.022045685
NC12,295,68.4,28.4,68.4,31.6,40,36.8,3.2,67.0240481,32.9759519,34.04809619,5.951903808
NC13,296,44,53.4,46.6,53.4,-9.4,-6.8,-2.6,43.89662777,56.10337223,-12.20674446,2.806744456
ND0,297,27.7,64.1,38.9,58.7,-36.4,-19.8,-16.6,23.74792811,69.13097303,-45.38304492,8.983044918
OH1,298,44.6,51.2,46.3,52.4,-6.6,-6.1,-0.5,40.76913537,59.19422303,-18.42508766,11.82508766
OH2,299,39.7,55.8,43.7,54.7,-16.1,-11,-5.1,32.82424128,65.00342366,-32.17918238,16.07918238
OH3,300,67,28.6,69.7,28.9,38.4,40.8,-2.4,68.57398808,31.42601192,37.14797615,1.252023848
OH4,301,30.7,64.3,42,56,-33.6,-14,-19.6,32.01113813,67.98886187,-35.97772373,2.377723733
OH5,302,34.6,59.7,44.1,53.9,-25.1,-9.8,-15.3,29.09988956,70.90011044,-41.80022088,16.70022088
OH6,303,26.7,69.3,42.7,55.2,-42.6,-12.5,-30.1,29.32404089,70.67595911,-41.35191822,-1.248081782
OH7,304,32.8,62.5,44.2,53.7,-29.7,-9.5,-20.2,28.95723834,64.03459181,-35.07735347,5.377353474
OH8,305,30.6,65.1,36.4,61.9,-34.5,-25.5,-9,26.97154584,68.76463107,-41.79308523,7.293085227
OH9,306,58.7,36.5,67.6,30.9,22.2,36.7,-14.5,68.68533063,31.31289882,37.37243182,-15.17243182
OH10,307,44,51.3,48.2,50.1,-7.3,-1.9,-5.4,32.67389974,64.08874576,-31.41484602,24.11484602
OH11,308,80.5,17,82.8,16.5,63.5,66.3,-2.8,80.25379436,19.74620564,60.50758872,2.992411278
OH12,309,41.9,53.2,43.9,54.4,-11.3,-10.5,-0.8,29.83519365,66.55453549,-36.71934183,25.41934183
OH13,310,51.1,44.6,62.9,35.4,6.5,27.5,-21,67.72963987,32.26484072,35.46479916,-28.96479916
OH14,311,42.1,53.6,47.6,50.9,-11.5,-3.3,-8.2,37.37327597,62.57790441,-25.20462844,13.70462844
OH15,312,39.9,55.3,46.3,51.9,-15.4,-5.6,-9.8,33.83540128,66.16459872,-32.32919743,16.92919743
OH16,313,39.5,56.1,45.2,53.4,-16.6,-8.2,-8.4,34.67062473,65.32937527,-30.65875055,14.05875055
OK1,314,32.7,61.4,34.2,65.8,-28.7,-31.6,2.9,0,100,-100,71.3
OK2,315,22.8,72.9,32.2,67.8,-50.1,-35.6,-14.5,23.20340685,70.60624093,-47.40283408,-2.697165917
OK3,316,20.9,73.6,26.1,73.9,-52.7,-47.8,-4.9,21.70913408,78.29086592,-56.58173184,3.881731845
OK4,317,28.3,65.7,32.9,67.1,-37.4,-34.2,-3.2,26.08283394,69.62846492,-43.54563098,6.145630975
OK5,318,39.8,53.2,40.8,59.2,-13.4,-18.4,5,36.80828314,57.09234772,-20.28406458,6.884064583
OR1,319,57.3,34.5,57.3,40,22.8,17.3,5.5,59.61226676,36.96319708,22.64906968,0.1509303217
OR2,320,36.4,56.5,40.5,56.8,-20.1,-16.3,-3.8,28.00868837,71.69005539,-43.68136703,23.58136703
OR3,321,70.7,22.5,72,24.7,48.2,47.3,0.9,71.84082855,0,71.84082855,-23.64082855
OR4,322,46.1,46,51.7,45,0.1,6.7,-6.6,55.49440599,39.67698608,15.81741991,-15.71741991
OR5,323,48.3,44.1,50.5,47.1,4.2,3.4,0.8,53.47111292,43.0017582,10.46935472,-6.269354718
PA1,324,79.5,18.2,82.3,16.9,61.3,65.4,-4.1,82.20159861,17.79840139,64.40319722,-3.103197217
PA2,325,90.4,7.6,90.4,9,82.8,81.4,1.4,90.17713095,9.822869046,80.35426191,2.445738092
PA3,326,35,61.1,43,55.6,-26.1,-12.6,-13.5,0,100,-100,73.9
PA4,327,37.1,58.6,41.5,57.1,-21.5,-15.6,-5.9,33.94371257,66.05628743,-32.11257485,10.61257485
PA5,328,33.5,62.3,41.5,57.1,-28.8,-15.6,-13.2,32.83663545,67.16336455,-34.3267291,5.526729103
PA6,329,48.2,47.6,48.1,50.6,0.6,-2.5,3.1,42.67010326,57.32989674,-14.65979347,15.25979347
PA7,330,49.3,47,48.5,50.4,2.3,-1.9,4.2,40.53311972,59.46688028,-18.93376056,21.23376056
PA8,331,48,48.2,49.3,49.4,-0.2,-0.1,-0.1,45.54962417,54.45037583,-8.900751659,8.700751659
PA9,332,27.2,69.7,35.9,62.8,-42.5,-26.9,-15.6,36.65914145,63.34085855,-26.68171711,-15.81828289
PA10,333,30.2,66.1,38.4,60.1,-35.9,-21.7,-14.2,29.83112203,70.16887797,-40.33775593,4.437755932
PA11,334,36.2,60,44.5,53.9,-23.8,-9.4,-14.4,36.33217441,63.66782559,-27.33565119,3.535651186
PA12,335,37.9,58.7,40.9,57.8,-20.8,-16.9,-3.9,38.23815993,61.76184007,-23.52368014,2.723680137
PA13,336,65.3,31.7,66.2,32.9,33.6,33.3,0.3,100,0,100,-66.4
PA14,337,66,30.5,68,30.6,35.5,37.4,-1.9,74.36613728,25.63386272,48.73227457,-13.23227457
PA15,338,44.2,51.8,47.9,50.8,-7.6,-2.9,-4.7,38.02109816,58.38688533,-20.36578717,12.76578717
PA16,339,44.2,51,46.3,52.4,-6.8,-6.1,-0.7,42.89279192,53.75510321,-10.86231129,4.062311289
PA17,340,43.3,53.4,55.4,43.3,-10.1,12.1,-22.2,53.80401414,46.19598586,7.608028271,-17.70802827
PA18,341,38.5,58.1,41,57.9,-19.6,-16.9,-2.7,0,100,-100,80.4
RI1,342,60.5,34.9,66.2,32.2,25.6,34,-8.4,64.50232494,35.09544352,29.40688142,-3.806881421
RI2,343,51.1,44,59.8,38.3,7.1,21.5,-14.4,58.08822246,30.67929897,27.40892349,-20.30892349
SC1,344,40.4,53.5,40.2,58.3,-13.1,-18.1,5,36.83580896,58.55706246,-21.7212535,8.621253498
SC2,345,38.6,56.3,39.4,59.1,-17.7,-19.7,2,35.88637228,60.24538027,-24.35900799,6.659007987
SC3,346,29,67,33.9,64.5,-38,-30.6,-7.4,27.05832158,72.83705572,-45.77873414,7.77873414
SC4,347,34.5,60.2,36.2,62.2,-25.7,-26,0.3,31.00618933,67.1857138,-36.17952447,10.47952447
SC5,348,38.8,57.3,43.6,55.1,-18.5,-11.5,-7,38.74347084,59.21811242,-20.47464158,1.974641583
SC6,349,66.8,30.3,70.9,28.1,36.5,42.8,-6.3,70.08519068,27.6087924,42.47639828,-5.976398281
SC7,350,39.1,58,44.4,54.5,-18.9,-10.1,-8.8,38.94936486,60.96392285,-22.01455799,3.114557992
SD0,351,31.7,61.5,39.9,57.9,-29.8,-18,-11.8,35.89721412,64.10278588,-28.20557176,-1.594428242
TN1,352,19.7,76.7,25.7,72.7,-57,-47,-10,15.42298192,78.36893588,-62.94595396,5.945953957
TN2,353,29.7,65.1,30.9,67.3,-35.4,-36.4,1,24.35447347,75.64552653,-51.29105307,15.89105307
TN3,354,30.2,65.4,35.1,63.3,-35.2,-28.2,-7,28.84408622,66.39436704,-37.55028082,2.350280821
TN4,355,27.4,68.6,33.1,65.3,-41.2,-32.2,-9,34.96589353,65.03410647,-30.06821293,-11.13178707
TN5,356,56.6,38.2,55.9,42.5,18.4,13.4,5,62.5533735,37.4466265,25.10674699,-6.706746995
TN6,357,23.7,72.6,29.5,69.1,-48.9,-39.6,-9.3,21.79162712,71.08650568,-49.29487855,0.3948785546
TN7,358,28.2,67.5,32.9,65.7,-39.3,-32.8,-6.5,23.50376379,72.21535568,-48.71159189,9.411591889
TN8,359,30.7,66.3,32.8,66.1,-35.6,-33.3,-2.3,25.0855047,68.75249794,-43.66699324,8.066993241
TN9,360,77.5,19.8,78.3,20.9,57.7,57.4,0.3,78.74534885,18.86748304,59.87786582,-2.177865818
TX1,361,25.3,72.2,27.5,71.6,-46.9,-44.1,-2.8,24.1339585,73.89683152,-49.76287302,2.862873019
TX2,362,43.1,52.4,35.6,62.9,-9.3,-27.3,18,36.02373525,60.62910623,-24.60537098,15.30537098
TX3,363,40.6,54.8,34.2,64.3,-14.2,-30.1,15.9,34.57548496,61.20195787,-26.6264729,12.4264729
TX4,364,21.8,75.4,24.8,74,-53.6,-49.2,-4.4,0,87.98757209,-87.98757209,34.38757209
TX5,365,34.3,62.7,34.4,64.5,-28.4,-30.1,1.7,0,80.60609203,-80.60609203,52.20609203
TX6,366,41.9,54.2,40.8,57.9,-12.3,-17.1,4.8,39.0298431,58.34113928,-19.31129618,7.011296177
TX7,367,48.5,47.1,38.6,59.9,1.4,-21.3,22.7,43.82643338,56.17356662,-12.34713325,13.74713325
TX8,368,23.9,72.7,21.7,77,-48.8,-55.3,6.5,0,100,-100,51.2
TX9,369,79.3,18,78,21.1,61.3,56.9,4.4,80.64374108,19.35625892,61.28748216,0.01251783602
TX10,370,43.2,52.3,38.8,59.1,-9.1,-20.3,11.2,38.44209853,57.33237364,-18.89027511,9.790275112
TX11,371,19.1,77.8,19.6,79.2,-58.7,-59.6,0.9,0,89.50245624,-89.50245624,30.80245624
TX12,372,32.7,62.9,31.7,66.8,-30.2,-35.1,4.9,26.85445844,69.40006711,-42.54560867,12.34560867
TX13,373,16.9,79.9,18.5,80.2,-63,-61.7,-1.3,0,89.96935482,-89.96935482,26.96935482
TX14,374,38.4,58.2,39.5,59.3,-19.8,-19.8,0,38.14390512,61.85609488,-23.71218977,3.912189768
TX15,375,56.7,40,57.4,41.5,16.7,15.9,0.8,57.30931547,37.68164121,19.62767426,-2.92767426
TX16,376,67.9,27.2,64.2,34.5,40.7,29.7,11,85.73238448,0,85.73238448,-45.03238448
TX17,377,38.8,56.3,37.7,60.4,-17.5,-22.7,5.2,35.2434399,60.80585037,-25.56241047,8.06241047
TX18,378,76.5,20,76.1,22.8,56.5,53.3,3.2,73.49540889,23.64371439,49.8516945,6.6483055
TX19,379,23.5,72.5,25,73.6,-49,-48.6,-0.4,0,86.65143138,-86.65143138,37.65143138
TX20,380,61,34.3,58.9,39.7,26.7,19.2,7.5,79.73613117,0,79.73613117,-53.03613117
TX21,381,42.5,52.5,37.9,59.8,-10,-21.9,11.9,36.44766888,57.00823805,-20.56056916,10.56056916
TX22,382,44.2,52.1,36.7,62.1,-7.9,-25.4,17.5,40.47842693,59.52157307,-19.04314614,11.14314614
TX23,383,49.8,46.4,48.1,50.7,3.4,-2.6,6,46.96176271,48.29428079,-1.33251807,4.73251807
TX24,384,44.5,50.7,38,60.4,-6.2,-22.4,16.2,39.32338056,56.17755365,-16.85417309,10.65417309
TX25,385,40.2,55.1,37.8,59.9,-14.9,-22.1,7.2,37.74162143,58.34633587,-20.60471444,5.704714439
TX26,386,34.4,60.9,30.7,67.6,-26.5,-36.9,10.4,29.61859095,66.35639965,-36.7378087,10.2378087
TX27,387,36.5,60.1,38.2,60.5,-23.6,-22.3,-1.3,38.307312,61.692688,-23.38537601,-0.2146239917
TX28,388,58.3,38.5,60.3,38.7,19.8,21.6,-1.8,66.19208206,31.30523417,34.8868479,-15.0868479
TX29,389,71.1,25.4,65.9,33,45.7,32.9,12.8,72.47124608,23.97751208,48.49373399,-2.793733994
TX30,390,79.1,18.3,79.6,19.6,60.8,60,0.8,81.6478791,15.0929482,66.5549309,-5.754930899
TX31,391,40.8,53.5,38.3,59.6,-12.7,-21.3,8.6,36.49205167,58.35101972,-21.85896805,9.158968052
TX32,392,48.5,46.6,41.5,57,1.9,-15.5,17.4,0,71.06832889,-71.06832889,72.96832889
TX33,393,72.9,23.7,72,27.1,49.2,44.9,4.3,73.71032453,26.28967547,47.42064905,1.779350948
TX34,394,59.2,37.7,60.8,38.3,21.5,22.5,-1,62.67212103,37.32787897,25.34424207,-3.844242069
TX35,395,64.1,30.5,63,34.6,33.6,28.4,5.2,63.07041341,31.57468518,31.49572823,2.104271774
TX36,396,25.2,72,25.7,73.2,-46.8,-47.5,0.7,0,88.61208336,-88.61208336,41.81208336
UT1,397,22.4,49.7,20.4,77.4,-27.3,-57,29.7,26.44789245,65.93069146,-39.48279901,12.18279901
UT2,398,32,46,29.2,68,-14,-38.8,24.8,33.87504019,61.60286952,-27.72782933,13.72782933
UT3,399,23.3,47.2,19.5,78.3,-23.9,-58.8,34.9,26.53861657,73.46138343,-46.92276686,23.02276686
UT4,400,32.4,39.1,30.2,67.2,-6.7,-37,30.3,41.30582841,53.7558865,-12.45005809,5.750058091
VT0,401,56.7,30.3,67,31.2,26.4,35.8,-9.4,89.53049767,0,89.53049767,-63.13049767
VA1,402,41.2,53.6,43.8,56.2,-12.4,-12.4,0,36.60546904,59.85761867,-23.25214963,10.85214963
VA2,403,45.4,48.8,48.8,51.2,-3.4,-2.4,-1,38.45856624,61.33117385,-22.87260761,19.47260761
VA3,404,63.6,31.9,67.9,32.1,31.7,35.8,-4.1,66.70199142,33.06941154,33.63257988,-1.932579881
VA4,405,58.7,37.1,60.9,39.1,21.6,21.8,-0.2,57.73331487,42.03908197,15.6942329,5.905767101
VA5,406,42.3,53.4,46.2,53.8,-11.1,-7.6,-3.5,41.57995941,58.2353205,-16.65536109,5.555361087
VA6,407,34.9,59.7,39.9,60.1,-24.8,-20.2,-4.6,33.14628157,66.62677411,-33.48049254,8.68049254
VA7,408,44,50.5,44.4,55.6,-6.5,-11.2,4.7,42.24014474,57.5100946,-15.26994986,8.769949863
VA8,409,73.5,20.9,67.7,32.3,52.6,35.4,17.2,68.38630793,27.27849926,41.10780867,11.49219133
VA9,410,27.3,68.8,35.7,64.3,-41.5,-28.6,-12.9,28.31873522,68.5879464,-40.26921119,-1.230788814
VA10,411,52.2,42.2,49.2,50.8,10,-1.6,11.6,46.91826446,52.68681749,-5.768553025,15.76855303
VA11,412,66.9,27.5,62.7,37.3,39.4,25.4,14,87.87778853,0,87.87778853,-48.47778853
WA1,413,54.1,37.8,54.1,43.3,16.3,10.8,5.5,55.41502813,44.58497187,10.83005627,5.469943732
WA2,414,56.9,34.8,59.2,38,22.1,21.2,0.9,64.01625037,35.98374963,28.03250074,-5.932500738
WA3,415,42.5,49.9,47.9,49.6,-7.4,-1.7,-5.7,38.24730191,61.75269809,-23.50539618,16.10539618
WA4,416,35.1,57.9,37.9,59.7,-22.8,-21.8,-1,0,100,-100,77.2
WA5,417,39.1,52.2,43.7,53.5,-13.1,-9.8,-3.3,40.35897309,59.64102691,-19.28205382,6.182053818
WA6,418,51.8,39.5,56.1,41.2,12.3,14.9,-2.6,61.5305307,38.4694693,23.06106139,-10.76106139
WA7,419,82.1,12.2,79.2,18.1,69.9,61.1,8.8,100,0,100,-30.1
WA8,420,47.7,44.7,49.7,48.1,3,1.6,1.4,39.80490237,60.19509763,-20.39019525,23.39019525
WA9,421,70.5,23.3,68.3,29.6,47.2,38.7,8.5,72.88743152,27.11256848,45.77486305,1.425136954
WA10,422,51.3,39.9,56.3,41.1,11.4,15.2,-3.8,58.66521661,41.33478339,17.33043323,-5.930433226
WV1,423,26.4,68,35.5,62.2,-41.6,-26.7,-14.9,31.02661148,68.97338852,-37.94677705,-3.653222955
WV2,424,29.4,65.8,38,60,-36.4,-22,-14.4,41.81865512,58.18134488,-16.36268976,-20.03731024
WV3,425,23.3,72.5,32.8,65,-49.2,-32.2,-17,23.97507379,67.88194779,-43.906874,-5.293126001
WI1,426,42.3,52.6,47.4,51.6,-10.3,-4.2,-6.1,30.20593092,64.9471411,-34.74121018,24.44121018
WI2,427,65.8,29,68.3,30.5,36.8,37.8,-1,68.71753002,31.16213636,37.55539366,-0.7553936592
WI3,428,44.8,49.3,54.8,43.8,-4.5,11,-15.5,98.85969966,0,98.85969966,-103.3596997
WI4,429,74,21.8,75.3,23.8,52.2,51.5,0.7,76.74245144,0,76.74245144,-24.54245144
WI5,430,37.3,57.4,37.7,61.3,-20.1,-23.6,3.5,29.28969103,66.70333944,-37.41364841,17.31364841
WI6,431,38.8,55.7,45.8,53.1,-16.9,-7.3,-9.6,37.25597243,57.15473581,-19.89876338,2.998763379
WI7,432,37.3,57.8,47.8,50.9,-20.5,-3.1,-17.4,38.27052124,61.67151111,-23.40098987,2.900989867
WI8,433,38.6,56.2,47.6,51.3,-17.6,-3.7,-13.9,37.29781736,62.64555501,-25.34773764,7.747737644
WY0,434,22.5,70.1,27.6,68.2,-47.6,-40.6,-7,29.97346848,62.02974072,-32.05627224,-15.54372776